調査年月日,2024/10/10,2024/10/31,2024/11/5,2024/11/29,2024/12/8,2024/12/26,2025/1/10,2025/1/22,2025/2/13,2025/2/28,2025/3/15,2025/3/31
オシドリ 【1】,3,1,,,,,,,,,,
トモエガモ 【2】,,,,,,,9,,,,,
ハシビロガモ 【3】,1,,,,,,,1,,,,
ヨシガモ 【3】,,5,,,,,,,,,,
ヒドリガモ 【1】,,11,1,,,,,,,,,
カルガモ 【3】,16,54,92,,9,243,105,124,,3,,11
マガモ 【2】,,23,52,1,,99,120,30,9,54,,1
オナガガモ 【2】,,,4,,,,,1,,,,
コガモ 【3】,13,68,32,67,,17,80,31,2,,,
ホシハジロ【2】,,,,,,,,,,12,10,8
キンクロハジロ【1】,,,,,,,,,,,6,8
